clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0012,EN-Tenor-1,glissando,control,when you look at me <SP> and the whole world fades <SP>,when you look at me and the whole world fades
EN-Tenor-1__glissando__control__0009,EN-Tenor-1,glissando,control,now i'm lying on the cold hard ground trouble trouble trouble <SP>,now i'm lying on the cold hard ground trouble trouble trouble
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0011,EN-Tenor-1,glissando,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping i don't need a lot to me or or anyone or anything
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0008,EN-Tenor-1,glissando,control,so shame on me now flew me to places i'd never been <SP>,so shame on me now flew me to places i'd never been
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0010,EN-Tenor-1,glissando,control,trouble trouble trouble <SP> and the saddest fear <SP>,trouble trouble trouble and the sun is fair
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0008,EN-Tenor-1,glissando,control,so shame on me now flew me to places i'd never been <SP>,so shame on me now flew me to places i'd never been
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0009,EN-Tenor-1,glissando,control,now i'm lying on the cold hard ground trouble trouble trouble <SP>,now i'm lying on the cold hard ground trouble trouble trouble
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0008,EN-Tenor-1,glissando,control,so shame on me now flew me to places i'd never been <SP>,so shame on me now flew me to places i'd never been
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0010,EN-Tenor-1,glissando,control,trouble trouble trouble <SP> and the saddest fear <SP>,trouble trouble trouble and the sun is fair
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0009,EN-Tenor-1,glissando,control,now i'm lying on the cold hard ground trouble trouble trouble <SP>,now i'm lying on the cold hard ground trouble trouble trouble
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0011,EN-Tenor-1,glissando,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping i don't need a lot to me or or anyone or anything
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0008,EN-Tenor-1,glissando,control,so shame on me now flew me to places i'd never been <SP>,so shame on me now flew me to places i'd never been
EN-Tenor-1__glissando__control__0003,EN-Tenor-1,glissando,control,or scared of having <AP> nothing left look don't <AP>,or scared of having nothing left to taunt
EN-Tenor-1__glissando__control__0002,EN-Tenor-1,glissando,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared of what is coming next
EN-Tenor-1__glissando__control__0010,EN-Tenor-1,glissando,control,trouble trouble trouble <SP> and the saddest fear <SP>,trouble trouble trouble and the sun is fair
EN-Tenor-1__glissando__control__0005,EN-Tenor-1,glissando,control,all i ask <AP> is if <AP> this is my last night with you <AP>,all i ask is if this is my last night with you
EN-Tenor-1__glissando__control__0006,EN-Tenor-1,glissando,control,hold me like i'm more than just a friend <AP> give me a memory i can use <AP>,hold me like i'm more than just a friend give me a memory i can use
EN-Tenor-1__glissando__control__0001,EN-Tenor-1,glissando,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know why don't we
EN-Tenor-1__glissando__control__0009,EN-Tenor-1,glissando,control,now i'm lying on the cold hard ground trouble trouble trouble <SP>,now i'm lying on the cold hard ground trouble trouble trouble
EN-Tenor-1__glissando__control__0000,EN-Tenor-1,glissando,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__glissando__control__0007,EN-Tenor-1,glissando,control,take me by the hand while we do <AP> what lovers do <AP> it matters how this ends,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__glissando__control__0004,EN-Tenor-1,glissando,control,get me wrong i know <AP> there is no tomorrow,get me wrong i know there is no tomorrow
EN-Tenor-1__glissando__control__0008,EN-Tenor-1,glissando,control,so shame on me now flew me to places i'd never been <SP>,so shame on me now flew me to places i'd never been
